id,eval_case_id,source_status,candidate_type,capability,sft_v1_role,sft_v1_action,ordinary_sft_eligible,preferred_objective,manual_rewrite_required,final_decision,final_answer,final_reason,review_note,priority_bucket,visual_dependency_gap,normal_f1,control_max_f1,question,image,image_paths
lingoqa_eval_000096_positive_grounding,lingoqa_eval_000096,unreviewed,positive_grounding,counting,positive_visual_grounding,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.2222,0.2222,,How many pedestrians are crossing the road?,data/external/lingoqa/images/val/3f3bfab70356daed6fa27f0f11cc35dc/0.jpg,"[""data/external/lingoqa/images/val/3f3bfab70356daed6fa27f0f11cc35dc/0.jpg"", ""data/external/lingoqa/images/val/3f3bfab70356daed6fa27f0f11cc35dc/1.jpg"", ""data/external/lingoqa/images/val/3f3bfab70356daed6fa27f0f11cc35dc/2.jpg"", ""data/external/lingoqa/images/val/3f3bfab70356daed6fa27f0f11cc35dc/3.jpg"", ""data/external/lingoqa/images/val/3f3bfab70356daed6fa27f0f11cc35dc/4.jpg""]"
lingoqa_eval_000022_positive_grounding,lingoqa_eval_000022,unreviewed_positive_manual_review,positive_grounding,spatial_localization,positive_visual_grounding,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,Maintain speed and stay in the current lane.,"The ego lane ahead appears clear, while the left lane is marked as a bus lane. Staying in the current lane avoids entering the bus lane unnecessarily.",Manual image review accepted with grounded rewrite.,,0.1663,0.2353,,"What is the current action and its justification? Answer in the form ""action, justification"".",data/external/lingoqa/images/val/5fd375189aa75315f808df106a650068/0.jpg,"[""data/external/lingoqa/images/val/5fd375189aa75315f808df106a650068/0.jpg"", ""data/external/lingoqa/images/val/5fd375189aa75315f808df106a650068/1.jpg"", ""data/external/lingoqa/images/val/5fd375189aa75315f808df106a650068/2.jpg"", ""data/external/lingoqa/images/val/5fd375189aa75315f808df106a650068/3.jpg"", ""data/external/lingoqa/images/val/5fd375189aa75315f808df106a650068/4.jpg""]"
lingoqa_eval_000047_positive_grounding,lingoqa_eval_000047,unreviewed_positive_manual_review,positive_grounding,spatial_localization,positive_visual_grounding,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,There is no right-turn intersection immediately ahead.,"The visible road continues forward without a clear right-turn junction in front of the ego vehicle, so no right-turn positioning adjustment is supported by the image.",Manual image review accepted with grounded rewrite.,,0.2,0.2,,"Are you positioned correctly to make a right turn at this intersection? If not, what adjustments should you make?",data/external/lingoqa/images/val/55e44f08b5e036f3807756a162e3f66b/0.jpg,"[""data/external/lingoqa/images/val/55e44f08b5e036f3807756a162e3f66b/0.jpg"", ""data/external/lingoqa/images/val/55e44f08b5e036f3807756a162e3f66b/1.jpg"", ""data/external/lingoqa/images/val/55e44f08b5e036f3807756a162e3f66b/2.jpg"", ""data/external/lingoqa/images/val/55e44f08b5e036f3807756a162e3f66b/3.jpg"", ""data/external/lingoqa/images/val/55e44f08b5e036f3807756a162e3f66b/4.jpg""]"
lingoqa_eval_000100_positive_grounding,lingoqa_eval_000100,unreviewed,positive_grounding,counting,positive_visual_grounding,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.1136,0.25,,How many cyclists are there? In which direction are they driving?,data/external/lingoqa/images/val/97a2a11eb970cb429cf1cf8457123fab/0.jpg,"[""data/external/lingoqa/images/val/97a2a11eb970cb429cf1cf8457123fab/0.jpg"", ""data/external/lingoqa/images/val/97a2a11eb970cb429cf1cf8457123fab/1.jpg"", ""data/external/lingoqa/images/val/97a2a11eb970cb429cf1cf8457123fab/2.jpg"", ""data/external/lingoqa/images/val/97a2a11eb970cb429cf1cf8457123fab/3.jpg"", ""data/external/lingoqa/images/val/97a2a11eb970cb429cf1cf8457123fab/4.jpg""]"
lingoqa_eval_000086_positive_grounding,lingoqa_eval_000086,unreviewed,positive_grounding,reasoning_world_knowledge,positive_visual_grounding,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0752,0.2857,,Why can you start at this time?,data/external/lingoqa/images/val/0ad3c6571f5aff651d43b4014b693e94/0.jpg,"[""data/external/lingoqa/images/val/0ad3c6571f5aff651d43b4014b693e94/0.jpg"", ""data/external/lingoqa/images/val/0ad3c6571f5aff651d43b4014b693e94/1.jpg"", ""data/external/lingoqa/images/val/0ad3c6571f5aff651d43b4014b693e94/2.jpg"", ""data/external/lingoqa/images/val/0ad3c6571f5aff651d43b4014b693e94/3.jpg"", ""data/external/lingoqa/images/val/0ad3c6571f5aff651d43b4014b693e94/4.jpg""]"
lingoqa_eval_000004_positive_grounding,lingoqa_eval_000004,unreviewed_positive_manual_review,positive_grounding,reasoning_world_knowledge,positive_visual_grounding,unreviewed,true,normal_vqa_sft,true,keep_sft_v1,You are stopping because the light is red and pedestrians are crossing.,The scene shows a red signal and several pedestrians crossing in front of the ego vehicle. Stopping protects the pedestrians and obeys the signal.,Manual image review accepted with grounded rewrite.,,0.1071,0.25,,Why are you stopping in this situation?,data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/0.jpg,"[""data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/0.jpg"", ""data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/1.jpg"", ""data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/2.jpg"", ""data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/3.jpg"", ""data/external/lingoqa/images/val/ab4845470b41f0e123da50c996c35745/4.jpg""]"
lingoqa_eval_000055_all_settings_failed,lingoqa_eval_000055,unreviewed,all_settings_failed,other,manual_review_needed,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.1667,0.1667,,Do you need to decelerate? Provide a reason for your answer.,data/external/lingoqa/images/val/ce3084593e16b501a27dbbef7b2aa653/0.jpg,"[""data/external/lingoqa/images/val/ce3084593e16b501a27dbbef7b2aa653/0.jpg"", ""data/external/lingoqa/images/val/ce3084593e16b501a27dbbef7b2aa653/1.jpg"", ""data/external/lingoqa/images/val/ce3084593e16b501a27dbbef7b2aa653/2.jpg"", ""data/external/lingoqa/images/val/ce3084593e16b501a27dbbef7b2aa653/3.jpg"", ""data/external/lingoqa/images/val/ce3084593e16b501a27dbbef7b2aa653/4.jpg""]"
lingoqa_eval_000082_positive_grounding,lingoqa_eval_000082,unreviewed,positive_grounding,spatial_localization,positive_visual_grounding,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0565,0.25,,"What is the current action and its justification? Answer in the form ""action, justification"".",data/external/lingoqa/images/val/0fc7c33bf1d778e944d5e374e64240bb/0.jpg,"[""data/external/lingoqa/images/val/0fc7c33bf1d778e944d5e374e64240bb/0.jpg"", ""data/external/lingoqa/images/val/0fc7c33bf1d778e944d5e374e64240bb/1.jpg"", ""data/external/lingoqa/images/val/0fc7c33bf1d778e944d5e374e64240bb/2.jpg"", ""data/external/lingoqa/images/val/0fc7c33bf1d778e944d5e374e64240bb/3.jpg"", ""data/external/lingoqa/images/val/0fc7c33bf1d778e944d5e374e64240bb/4.jpg""]"
lingoqa_eval_000010_positive_grounding,lingoqa_eval_000010,unreviewed,positive_grounding,reasoning_world_knowledge,positive_visual_grounding,unreviewed,false,normal_vqa_sft_after_review,true,needs_human_review,,,Not promoted because local image evidence was missing or not reviewed in this pass.,,0.0519,0.2,,Should you maintain your speed at this moment? Why?,data/external/lingoqa/images/val/c6d32ceb5dc0f07b80646e9d629126a2/0.jpg,"[""data/external/lingoqa/images/val/c6d32ceb5dc0f07b80646e9d629126a2/0.jpg"", ""data/external/lingoqa/images/val/c6d32ceb5dc0f07b80646e9d629126a2/1.jpg"", ""data/external/lingoqa/images/val/c6d32ceb5dc0f07b80646e9d629126a2/2.jpg"", ""data/external/lingoqa/images/val/c6d32ceb5dc0f07b80646e9d629126a2/3.jpg"", ""data/external/lingoqa/images/val/c6d32ceb5dc0f07b80646e9d629126a2/4.jpg""]"
lingoqa_eval_000057_mixed_review,lingoqa_eval_000057,unreviewed,mixed_review,spatial_localization,exclude,unreviewed,false,none,false,drop_sft_v1,,,Dropped by conservative v1 policy.,,0.0357,0.2857,,"Is there any obstruction preventing the car from advancing? If so, what is the nature of the obstruction?",data/external/lingoqa/images/val/8f3964238bb3d551e806cb73f2182835/0.jpg,"[""data/external/lingoqa/images/val/8f3964238bb3d551e806cb73f2182835/0.jpg"", ""data/external/lingoqa/images/val/8f3964238bb3d551e806cb73f2182835/1.jpg"", ""data/external/lingoqa/images/val/8f3964238bb3d551e806cb73f2182835/2.jpg"", ""data/external/lingoqa/images/val/8f3964238bb3d551e806cb73f2182835/3.jpg"", ""data/external/lingoqa/images/val/8f3964238bb3d551e806cb73f2182835/4.jpg""]"
